sta0, 0.0, 0.25 
sta05, 0.5, 0.25 
sta5, 5.0, 0.25 
sta1, 11.62, 0.25 
sta4, 13.62, 0.25 
sta6, 15.12, 0.25 
sta7, 17.12, 0.25 
sta8, 18.12, 0.25 
sta20, 20.0, 0.25 
